
Analysis complete for Sde-ABul_011-Ex1-cssl.clmp.r1.fq.gz
Started analysis of Sde-ABul_011-Ex1-cssl.clmp.r1.fq.gz
[2022-11-16 11:38:25,834] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Sde-CJol_046-Ex1-cssl.clmp.r1.fq.gz
[2022-11-16 11:38:25,855] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-AGui_009-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:25,863] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-AGui_009-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:25,954] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Sde-ABul_052-Ex1-cssl.clmp.r2.fq.gz
[2022-11-16 11:38:25,973] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-CTum_049-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:25,981] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-CTum_049-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:26,085] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-ABul_072-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:26,092] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-ABul_072-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:26,183] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Sde-CVal_001-Ex1-cssl.clmp.r1.fq.gz
[2022-11-16 11:38:26,204] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-ABul_054-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:26,211] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-ABul_054-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:26,301] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Sde-CVal_080-Ex1-cssl.clmp.r2.fq.gz
[2022-11-16 11:38:26,302] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Sde-AMat_002-Ex1-cssl2.clmp.r1.fq.gz
[2022-11-16 11:38:26,302] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Sde-ABul_060-Ex1-cssl.clmp.r1.fq.gz
[2022-11-16 11:38:26,304] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Sde-CVal_005-Ex1-cssl.clmp.r2.fq.gz
[2022-11-16 11:38:26,304] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Sde-CJol_077-Ex1-cssl.clmp.r2.fq.gz
[2022-11-16 11:38:26,305] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Sde-CVal_077-Ex1-cssl.clmp.r1.fq.gz
[2022-11-16 11:38:26,305] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Sde-ATum_003-Ex1-cssl.clmp.r2.fq.gz
[2022-11-16 11:38:26,307] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Sde-ATum_039-Ex1-cssl.clmp.r1.fq.gz
[2022-11-16 11:38:26,308] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Sde-AGui_009-Ex1-cssl.clmp.r1.fq.gz
[2022-11-16 11:38:26,309] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Sde-CJol_032-Ex1-cssl.clmp.r1.fq.gz
[2022-11-16 11:38:26,330] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-CVal_068-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 11:38:26,337] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-CVal_068-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 11:38:26,447] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-CTum_006-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:26,455] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-CTum_006-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:26,563] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-CTum_035-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 11:38:26,571] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-CTum_035-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 11:38:26,678] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-ABul_080-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 11:38:26,686] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-ABul_080-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 11:38:26,798] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-ABul_041-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 11:38:26,806] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-ABul_041-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 11:38:26,914] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-CJol_054-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 11:38:26,921] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-CJol_054-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 11:38:27,026] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-ATum_024-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 11:38:27,033] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-ATum_024-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 11:38:27,143] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-AMar_055-Ex1b-cssl2.clmp.r1_fastqc.html
[2022-11-16 11:38:27,150] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-AMar_055-Ex1b-cssl2.clmp.r1_fastqc.html
[2022-11-16 11:38:27,245] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Sde-CVal_080-Ex1-cssl.clmp.r1.fq.gz
[2022-11-16 11:38:27,265] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-CJol_078-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:27,273] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-CJol_078-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:27,381] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-ABul_004-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 11:38:27,389] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-ABul_004-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 11:38:27,498] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-CTum_046-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:27,506] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-CTum_046-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:27,594] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Sde-ATum_017-Ex1-cssl.clmp.r2.fq.gz
[2022-11-16 11:38:27,596] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Sde-ABul_091-Ex1-cssl.clmp.r1.fq.gz
[2022-11-16 11:38:27,597] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Sde-CJol_059-Ex1-cssl.clmp.r1.fq.gz
[2022-11-16 11:38:27,617] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-ABul_042-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:27,624] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-ABul_042-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:27,713] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Sde-ABul_027-Ex1-cssl.clmp.r2.fq.gz
[2022-11-16 11:38:27,713] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Sde-AGui_034-Ex1-cssl.clmp.r2.fq.gz
[2022-11-16 11:38:27,715] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Sde-ABul_077-Ex1-cssl.clmp.r2.fq.gz
[2022-11-16 11:38:27,738] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-AGui_035-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:27,746] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-AGui_035-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:27,861] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-CTum_002-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:27,869] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-CTum_002-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:27,976] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-ABul_094-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 11:38:27,984] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-ABul_094-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 11:38:28,077] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Sde-CVal_071-Ex1-cssl.clmp.r1.fq.gz
[2022-11-16 11:38:28,077] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Sde-CVal_073-Ex1-cssl.clmp.r1.fq.gz
[2022-11-16 11:38:28,097] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-ATum_025-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:28,105] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-ATum_025-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:28,215] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-ABul_032-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 11:38:28,222] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-ABul_032-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 11:38:28,316] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Sde-ABul_001-Ex1-cssl.clmp.r1.fq.gz
[2022-11-16 11:38:28,337] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-CJol_056-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 11:38:28,345] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-CJol_056-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 11:38:28,433] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Sde-CJol_031-Ex1-cssl.clmp.r1.fq.gz
[2022-11-16 11:38:28,433] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Sde-CJol_029-Ex1-cssl.clmp.r1.fq.gz
[2022-11-16 11:38:28,457] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-ABul_022-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:28,464] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-ABul_022-Ex1-cssl.clmp.r1_fastqc.html
